Stock Name,Entry date,Entry price,Entry Amount,Quantity,Exit date,Exit price,Exit amount,PNL,ST/LT,Tax,Corpus available
BHARTIARTL,01-Mar-04,81.47,71041.84,872,03-May-04,83.75,73030.0,1988.16,ST,221.41,1419847.5
BOSCHLTD,01-Mar-04,1400.02,70001.0,50,03-May-04,1421.5,71075.0,1074.0,ST,119.61,1419847.5
M&M,01-Mar-04,59.32,71184.0,1200,03-May-04,56.46,67752.0,-3432.0,ST,0.0,1419847.5
MRPL,01-Mar-04,54.85,71140.45,1297,03-May-04,54.7,70945.9,-194.55,ST,0.0,1419847.5
GAIL,01-Mar-04,19.02,71191.86,3743,03-May-04,20.02,74934.86,3743.0,ST,416.84,1419847.5
LAXMIMACH,01-Mar-04,437.82,70926.84,162,03-May-04,490.0,79380.0,8453.16,ST,941.39,1419847.5
SIEMENS,01-Mar-04,100.35,71148.15,709,03-May-04,104.67,74211.03,3062.88,ST,341.1,1419847.5
HIMATSEIDE,01-Mar-04,82.72,71221.92,861,03-May-04,77.93,67097.73,-4124.19,ST,0.0,1419847.5
BAJAJHIND,01-Mar-04,32.93,71227.59,2163,03-May-04,52.31,113146.53,41918.94,ST,4668.34,1419847.5
HCL-INSYS,01-Mar-04,106.38,71168.22,669,03-May-04,140.5,93994.5,22826.28,ST,2542.07,1419847.5
GAMMONIND,01-Mar-04,88.55,71194.2,804,03-May-04,83.61,67222.44,-3971.76,ST,0.0,1419847.5
JINDALPOLY,01-Mar-04,173.55,71155.5,410,03-May-04,164.98,67641.8,-3513.7,ST,0.0,1419847.5
KOHINOOR,01-Mar-04,79.0,71258.0,902,03-May-04,80.95,73016.9,1758.9,ST,195.88,1419847.5
GRASIM,01-Mar-04,179.73,71173.08,396,03-May-04,183.14,72523.44,1350.36,ST,150.38,1419847.5
ZYDUSLIFE,01-Mar-04,30.55,71487.0,2340,03-May-04,31.29,73218.6,1731.6,ST,192.84,1419847.5
DIVISLAB,01-Apr-04,73.63,62438.24,848,03-May-04,74.57,63235.36,797.12,ST,88.77,1419847.5
VEDL,01-Apr-04,12.48,62512.32,5009,03-May-04,9.45,47335.05,-15177.27,ST,0.0,1419847.5
UNICHEMLAB,01-Apr-04,55.1,62483.4,1134,03-May-04,48.3,54772.2,-7711.2,ST,0.0,1419847.5
CESC,01-Apr-04,10.17,62525.16,6148,03-May-04,10.65,65476.2,2951.04,ST,328.65,1419847.5
IVRCLINFRA,01-Apr-04,21.81,62529.27,2867,03-May-04,20.94,60034.98,-2494.29,ST,0.0,1419847.5
BHARTIARTL,01-Jul-04,69.7,70954.6,1018,01-Sep-04,68.53,69763.54,-1191.06,ST,0.0,6.87
ITCHOTEL,01-Jul-04,125.55,70935.75,565,01-Sep-04,120.85,68280.25,-2655.5,ST,0.0,6.87
KANSAINER,01-Jul-04,9.83,70992.26,7222,01-Sep-04,10.48,75686.56,4694.3,ST,169.55,6.87
JINDALPOLY,01-Jul-04,176.88,70928.88,401,01-Oct-04,176.77,70884.77,-44.11,ST,0.0,8.34
HCL-INSYS,01-Jul-04,110.84,70937.6,640,01-Oct-04,124.01,79366.4,8428.8,ST,1647.83,8.34
BOSCHLTD,01-Jul-04,1345.0,69940.0,52,01-Oct-04,1718.8,89377.6,19437.6,ST,3800.05,8.34
HEXAWARE,01-Jul-04,38.99,71078.77,1823,01-Oct-04,50.35,91788.05,20709.28,ST,4048.66,8.34
M&M,01-Jul-04,56.1,71078.7,1267,01-Oct-04,55.17,69900.39,-1178.31,ST,0.0,8.34
GAEL,01-Jul-04,1.73,71082.24,41088,01-Oct-04,1.87,76834.56,5752.32,ST,1124.58,8.34
BERGEPAINT,01-Sep-04,7.5,71182.5,9491,26-Oct-04,5.93,56281.63,-14900.87,ST,0.0,56289.97
HIMATSEIDE,01-Jul-04,85.16,71023.44,834,01-Nov-04,87.53,73000.02,1976.58,ST,395.32,74.97
INDGYPSUM,01-Jul-04,100.3,71012.4,708,01-Dec-04,114.95,81384.6,10372.2,ST,1894.83,23.97
SIEMENS,01-Jul-04,87.58,71027.38,811,01-Dec-04,125.62,101877.82,30850.44,ST,5635.86,23.97
GAMMONIND,01-Jul-04,72.0,71064.0,987,01-Dec-04,113.99,112508.13,41444.13,ST,7571.15,23.97
ADANIENT,01-Jul-04,24.83,71088.29,2863,01-Dec-04,30.38,86977.94,15889.65,ST,2902.77,23.97
AMTEKAUTO,01-Jul-04,101.49,71043.0,700,01-Dec-04,168.6,118020.0,46977.0,ST,8581.92,23.97
TATASTLBSL,01-Oct-04,25.0,77900.0,3116,01-Dec-04,27.75,86469.0,8569.0,ST,1565.41,23.97
ZANDUREALT,01-Oct-04,2018.61,76707.18,38,01-Dec-04,1650.75,62728.5,-13978.68,ST,0.0,23.97
VTL,01-Nov-04,33.85,64416.55,1903,01-Dec-04,37.71,71762.13,7345.58,ST,1341.92,23.97
STERLINBIO,01-Jul-04,59.55,71102.7,1194,03-Jan-05,80.3,95878.2,24775.5,ST,4955.1,15.84
JUBLPHARMA,01-Oct-04,155.46,78196.38,503,03-Jan-05,164.71,82849.13,4652.75,ST,930.55,15.84
NUCLEUS,01-Dec-04,81.6,86496.0,1060,03-Jan-05,83.65,88669.0,2173.0,ST,434.6,15.84
LAXMIMACH,01-Jul-04,504.28,71103.48,141,01-Feb-05,824.08,116195.28,45091.8,ST,8491.51,135.0
UNICHEMLAB,01-Jul-04,45.78,71142.12,1554,01-Feb-05,78.04,121274.16,50132.04,ST,9440.67,135.0
ZODIACLOTH,01-Oct-04,71.05,78226.05,1101,01-Feb-05,106.23,116959.23,38733.18,ST,7294.08,135.0
CHENNPETRO,01-Dec-04,240.3,86508.0,360,01-Feb-05,218.4,78624.0,-7884.0,ST,0.0,135.0
LT,03-Jan-05,97.68,87032.88,891,01-Feb-05,98.8,88030.8,997.92,ST,187.92,135.0
ALBK,01-Dec-04,62.05,86497.7,1394,01-Mar-05,73.05,101831.7,15334.0,ST,3066.8,11.26
PANACEABIO,01-Dec-04,143.25,86523.0,604,18-Mar-05,112.4,67889.6,-18633.4,ST,0.0,67900.86
BLUESTARCO,01-Feb-05,27.97,99125.68,3544,01-Apr-05,25.01,88635.44,-10490.24,ST,0.0,8.25
BAJAJHIND,01-Jul-04,34.94,71137.84,2036,02-May-05,125.74,256006.64,184868.8,ST,34679.54,2310842.17
SHANTIGEAR,01-Jul-04,14.32,71170.4,4970,02-May-05,45.15,224395.5,153225.1,ST,28743.5,2310842.17
ABAN,01-Sep-04,228.5,71063.5,311,02-May-05,353.27,109866.97,38803.47,ST,7279.14,2310842.17
PRAJIND,01-Sep-04,10.73,71311.58,6646,02-May-05,23.94,159105.24,87793.66,ST,16469.22,2310842.17
GLENMARK,01-Oct-04,74.71,78221.37,1047,02-May-05,125.72,131628.84,53407.47,ST,10018.71,2310842.17
MIRZAINT,01-Oct-04,20.93,78278.2,3740,02-May-05,37.29,139464.6,61186.4,ST,11477.96,2310842.17
THIRUSUGAR,01-Nov-04,94.85,64403.15,679,02-May-05,110.25,74859.75,10456.6,ST,1961.55,2310842.17
UNITECH,01-Dec-04,2.11,86569.08,41028,02-May-05,2.74,112416.72,25847.64,ST,4848.76,2310842.17
SINTEX,01-Dec-04,30.47,86565.27,2841,02-May-05,49.98,141993.18,55427.91,ST,10397.72,2310842.17
CARBORUNIV,01-Dec-04,27.95,86561.15,3097,02-May-05,31.48,97493.56,10932.41,ST,2050.81,2310842.17
HLVLTD,01-Dec-04,26.57,86565.06,3258,02-May-05,34.98,113964.84,27399.78,ST,5139.93,2310842.17
SREINFRA,03-Jan-05,26.19,87029.37,3323,02-May-05,25.13,83506.99,-3522.38,ST,0.0,2310842.17
HCC,03-Jan-05,18.84,87021.96,4619,02-May-05,28.37,131041.03,44019.07,ST,8257.54,2310842.17
EIDPARRY,01-Feb-05,48.95,99123.75,2025,02-May-05,53.13,107588.25,8464.5,ST,1587.86,2310842.17
NCC,01-Feb-05,27.5,99137.5,3605,02-May-05,42.65,153753.25,54615.75,ST,10245.37,2310842.17
KCP,01-Feb-05,7.71,99142.89,12859,02-May-05,9.01,115859.59,16716.7,ST,3135.89,2310842.17
DHAMPURSUG,01-Feb-05,143.3,99020.3,691,02-May-05,112.0,77392.0,-21628.3,ST,0.0,2310842.17
ORIENTPPR,01-Mar-05,12.93,98888.64,7648,02-May-05,12.36,94529.28,-4359.36,ST,0.0,2310842.17
UTTAMSTL,01-Apr-05,68.35,78260.75,1145,02-May-05,48.4,55418.0,-22842.75,ST,0.0,2310842.17
UNITDSPR,01-Apr-05,49.38,78267.3,1585,02-May-05,56.04,88823.4,10556.1,ST,1980.22,2310842.17
KCP,01-Jun-05,11.48,115534.72,10064,28-Jun-05,9.12,91783.68,-23751.04,ST,0.0,91975.6
VIPIND,01-Jun-05,23.94,115534.44,4826,01-Jul-05,21.2,102311.2,-13223.24,ST,0.0,5.64
JUBLPHARMA,01-Jun-05,186.42,115393.98,619,01-Aug-05,188.81,116873.39,1479.41,ST,295.88,34.95
HINDOILEXP,01-Jun-05,136.89,115535.16,844,01-Aug-05,155.44,131191.36,15656.2,ST,3131.24,34.95
ABAN,01-Jun-05,407.65,115364.95,283,01-Sep-05,546.0,154518.0,39153.05,ST,7830.61,121.25
GUJALKALI,01-Jun-05,136.9,115543.6,844,01-Sep-05,150.1,126684.4,11140.8,ST,2228.16,121.25
VINDHYATEL,01-Jun-05,158.55,115424.4,728,03-Oct-05,177.45,129183.6,13759.2,ST,2751.84,183.14
GODREJIND,01-Jun-05,39.84,115575.84,2901,03-Oct-05,43.8,127063.8,11487.96,ST,2297.59,183.14
HAVELLS,01-Jun-05,9.47,115571.88,12204,01-Nov-05,17.34,211617.36,96045.48,ST,17046.83,2784766.4
NCC,01-Jun-05,46.95,115543.95,2461,01-Nov-05,62.6,154058.6,38514.65,ST,6835.85,2784766.4
BEML,01-Jun-05,705.9,115061.7,163,01-Nov-05,818.0,133334.0,18272.3,ST,3243.1,2784766.4
UNITECH,01-Jun-05,4.13,115635.87,27999,01-Nov-05,4.81,134675.19,19039.32,ST,3379.23,2784766.4
PRAJIND,01-Jun-05,28.47,115616.67,4061,01-Nov-05,43.92,178359.12,62742.45,ST,11135.97,2784766.4
BALMLAWRIE,01-Jun-05,54.53,115603.6,2120,01-Nov-05,69.01,146301.2,30697.6,ST,5448.43,2784766.4
HCC,01-Jun-05,27.64,115645.76,4184,01-Nov-05,43.15,180539.6,64893.84,ST,11517.82,2784766.4
SINTEX,01-Jun-05,54.54,115624.8,2120,01-Nov-05,62.63,132775.6,17150.8,ST,3044.04,2784766.4
ESABINDIA,01-Jun-05,238.1,115478.5,485,01-Nov-05,369.7,179304.5,63826.0,ST,11328.29,2784766.4
HLVLTD,01-Jun-05,39.47,115686.57,2931,01-Nov-05,47.48,139163.88,23477.31,ST,4166.92,2784766.4
UNITDSPR,01-Jun-05,58.53,115713.81,1977,01-Nov-05,91.23,180361.71,64647.9,ST,11474.16,2784766.4
GAMMONIND,01-Jun-05,295.55,115560.05,391,01-Nov-05,355.5,139000.5,23440.45,ST,4160.38,2784766.4
RADICO,01-Jul-05,82.31,97125.8,1180,01-Nov-05,120.84,142591.2,45465.4,ST,8069.52,2784766.4
SRF,01-Jul-05,38.19,97155.36,2544,01-Nov-05,49.44,125775.36,28620.0,ST,5079.68,2784766.4
BAJFINANCE,01-Aug-05,27.91,122301.62,4382,01-Nov-05,27.31,119672.42,-2629.2,ST,0.0,2784766.4
SKUMARSYNF,01-Aug-05,37.3,122306.7,3279,01-Nov-05,42.9,140669.1,18362.4,ST,3259.09,2784766.4
IVRCLINFRA,01-Sep-05,84.69,135588.69,1601,01-Nov-05,64.18,102752.18,-32836.51,ST,0.0,2784766.4
TAJGVK,01-Sep-05,126.37,135468.64,1072,01-Nov-05,120.25,128908.0,-6560.64,ST,0.0,2784766.4
RAJESHEXPO,03-Oct-05,26.53,125646.08,4736,01-Nov-05,24.39,115511.04,-10135.04,ST,0.0,2784766.4
VIDEOIND,03-Oct-05,470.0,125490.0,267,01-Nov-05,406.0,108402.0,-17088.0,ST,0.0,2784766.4
SRF,01-Dec-05,57.34,139221.52,2428,01-Feb-06,52.63,127785.64,-11435.88,ST,0.0,0.58
RADICO,01-Dec-05,135.08,139132.4,1030,01-Mar-06,143.2,147496.0,8363.6,ST,586.49,45.62
PRAJIND,01-Dec-05,54.08,139201.92,2574,01-Mar-06,51.97,133770.78,-5431.14,ST,0.0,45.62
GODFRYPHLP,01-Dec-05,302.68,139232.8,460,03-Apr-06,292.0,134320.0,-4912.8,ST,0.0,153.18
NCC,01-Dec-05,73.2,139226.4,1902,03-Apr-06,112.3,213594.6,74368.2,ST,14356.77,153.18
GAMMONIND,01-Dec-05,399.1,138886.8,348,03-Apr-06,541.3,188372.4,49485.6,ST,9553.19,153.18
RELCAPITAL,01-Dec-05,462.95,138885.0,300,03-Apr-06,521.35,156405.0,17520.0,ST,3382.23,153.18
HCC,01-Dec-05,57.25,139289.25,2433,02-May-06,86.9,211427.7,72138.45,ST,14161.7,490.23
ESABINDIA,01-Dec-05,474.85,139131.05,293,02-May-06,458.55,134355.15,-4775.9,ST,0.0,490.23
TITAN,01-Dec-05,32.49,139317.12,4288,02-May-06,39.92,171176.96,31859.84,ST,6254.5,490.23
CRISIL,01-Dec-05,156.04,139187.68,892,02-May-06,185.18,165180.56,25992.88,ST,5102.74,490.23
BEML,01-Dec-05,925.1,138765.0,150,02-May-06,1512.7,226905.0,88140.0,ST,17303.01,490.23
BAJFINANCE,01-Dec-05,34.37,139404.72,4056,02-May-06,44.46,180329.76,40925.04,ST,8034.11,490.23
HAVELLS,01-Dec-05,18.19,139408.16,7664,01-Jun-06,29.85,228770.4,89362.24,ST,14492.19,4129668.73
SIEMENS,01-Dec-05,336.02,139112.28,414,01-Jun-06,477.3,197602.2,58489.92,ST,9485.52,4129668.73
VOLTAS,01-Dec-05,55.72,139467.16,2503,01-Jun-06,94.64,236883.92,97416.76,ST,15798.42,4129668.73
GHCL,01-Dec-05,109.85,139399.65,1269,01-Jun-06,164.6,208877.4,69477.75,ST,11267.45,4129668.73
RIIL,01-Dec-05,290.4,139392.0,480,01-Jun-06,629.85,302328.0,162936.0,ST,26423.91,4129668.73
ADOR,01-Dec-05,388.2,139363.8,359,01-Jun-06,399.6,143456.4,4092.6,ST,663.71,4129668.73
DALMIASUG,01-Dec-05,54.17,139704.43,2579,01-Jun-06,97.85,252355.15,112650.72,ST,18268.97,4129668.73
UNITECH,01-Feb-06,12.24,127822.32,10443,01-Jun-06,108.94,1137660.42,1009838.1,ST,163769.05,4129668.73
AGI,01-Mar-06,131.95,140262.85,1063,01-Jun-06,126.15,134097.45,-6165.4,ST,0.0,4129668.73
ASIANELEC,01-Mar-06,196.6,140372.4,714,01-Jun-06,192.63,137537.82,-2834.58,ST,0.0,4129668.73
BLUESTARCO,03-Apr-06,70.98,166306.14,2343,01-Jun-06,67.51,158175.93,-8130.21,ST,0.0,4129668.73
GODREJIND,03-Apr-06,103.32,166345.2,1610,01-Jun-06,98.96,159325.6,-7019.6,ST,0.0,4129668.73
SIMPLEXINF,03-Apr-06,398.95,166362.15,417,01-Jun-06,401.62,167475.54,1113.39,ST,180.56,4129668.73
PVP,03-Apr-06,173.75,166278.75,957,01-Jun-06,144.2,137999.4,-28279.35,ST,0.0,4129668.73
BHEL,02-May-06,157.04,173058.08,1102,01-Jun-06,127.11,140075.22,-32982.86,ST,0.0,4129668.73
M&M,02-May-06,158.29,173010.97,1093,01-Jun-06,142.53,155785.29,-17225.68,ST,0.0,4129668.73
ABAN,02-May-06,1383.35,172918.75,125,01-Jun-06,979.8,122475.0,-50443.75,ST,0.0,4129668.73
IVRCLINFRA,02-May-06,150.2,173180.6,1153,01-Jun-06,113.43,130784.79,-42395.81,ST,0.0,4129668.73
STER,02-May-06,142.74,173143.62,1213,01-Jun-06,101.49,123107.37,-50036.25,ST,0.0,4129668.73
THIRUSUGAR,02-May-06,586.0,172870.0,295,01-Jun-06,389.0,114755.0,-58115.0,ST,0.0,4129668.73
UNITECH,03-Jul-06,119.28,206473.68,1731,20-Jul-06,91.5,158386.5,-48087.18,ST,0.0,158403.59
LAXMIMACH,03-Jul-06,2021.35,206177.7,102,21-Jul-06,1579.95,161154.9,-45022.8,ST,0.0,479744.89
BANARISUG,03-Jul-06,1173.2,206483.2,176,21-Jul-06,910.15,160186.4,-46296.8,ST,0.0,479744.89
PVP,03-Jul-06,135.0,206415.0,1529,24-Jul-06,102.8,157181.2,-49233.8,ST,0.0,636926.09
ZENITHCOMP,03-Jul-06,77.5,206460.0,2664,25-Jul-06,61.6,164102.4,-42357.6,ST,0.0,801028.49
BAJAJHIND,03-Jul-06,332.59,206205.8,620,01-Aug-06,281.39,174461.8,-31744.0,ST,0.0,115.13
GODREJCP,03-Jul-06,52.59,206520.93,3927,01-Aug-06,50.44,198077.88,-8443.05,ST,0.0,115.13
PIDILITIND,01-Aug-06,45.88,167645.52,3654,01-Sep-06,48.53,177328.62,9683.1,ST,1936.62,94.88
DABUR,03-Jul-06,47.76,206514.24,4324,03-Oct-06,46.16,199595.84,-6918.4,ST,0.0,100.21
VOLTAS,03-Jul-06,75.11,206477.39,2749,01-Nov-06,92.75,254969.75,48492.36,ST,9662.0,4.21
HAVELLS,03-Jul-06,27.85,206535.6,7416,01-Nov-06,30.84,228709.44,22173.84,ST,4418.09,4.21
THERMAX,03-Jul-06,273.9,206520.6,754,01-Nov-06,317.35,239281.9,32761.3,ST,6527.62,4.21
ABAN,01-Aug-06,1035.85,166771.85,161,01-Nov-06,1033.15,166337.15,-434.7,ST,0.0,4.21
MARICO,01-Aug-06,24.7,167811.8,6794,01-Nov-06,26.49,179973.06,12161.26,ST,2423.1,4.21
M&M,03-Jul-06,154.53,206452.08,1336,01-Dec-06,210.26,280907.36,74455.28,ST,14891.06,67.38
SIEMENS,03-Jul-06,449.83,206471.97,459,01-Dec-06,589.53,270594.27,64122.3,ST,12824.46,67.38
GHCL,01-Aug-06,136.2,167798.4,1232,01-Dec-06,176.65,217632.8,49834.4,ST,9966.88,67.38
KCP,01-Nov-06,30.4,209243.2,6883,12-Dec-06,22.14,152389.62,-56853.58,ST,0.0,152457.0
BHEL,03-Jul-06,129.9,206541.0,1590,02-Jan-07,153.57,244176.3,37635.3,ST,3948.66,52.21
ARE&M,01-Nov-06,28.07,209261.85,7455,02-Jan-07,25.67,191369.85,-17892.0,ST,0.0,52.21
DALMIASUG,03-Jul-06,82.62,206550.0,2500,01-Feb-07,115.41,288525.0,81975.0,ST,12543.79,92.77
STER,03-Jul-06,102.25,206545.0,2020,01-Feb-07,131.14,264902.8,58357.8,ST,8929.89,92.77
ACC,03-Jul-06,781.65,206355.6,264,01-Feb-07,1034.65,273147.6,66792.0,ST,10220.49,92.77
LAXMIMACH,01-Nov-06,3399.64,207378.04,61,01-Feb-07,3621.2,220893.2,13515.16,ST,2068.09,92.77
DSKULKARNI,01-Dec-06,417.5,243402.5,583,01-Feb-07,328.6,191573.8,-51828.7,ST,0.0,92.77
BLUESTARCO,03-Jul-06,62.75,206635.75,3293,01-Mar-07,102.28,336808.04,130172.29,ST,12321.58,4464023.1
RELIANCE,03-Jul-06,121.55,206635.0,1700,01-Mar-07,155.22,263874.0,57239.0,ST,5418.01,4464023.1
ORIENTPPR,03-Jul-06,36.07,206681.1,5730,01-Mar-07,40.28,230804.4,24123.3,ST,2283.41,4464023.1
SHREECEM,01-Aug-06,910.85,167596.4,184,01-Mar-07,1151.6,211894.4,44298.0,ST,4193.07,4464023.1
UNITECH,01-Aug-06,100.22,167968.72,1676,01-Mar-07,178.93,299886.68,131917.96,ST,12486.82,4464023.1
KESORAMIND,01-Aug-06,292.95,167860.35,573,01-Mar-07,362.9,207941.7,40081.35,ST,3793.94,4464023.1
GODREJIND,01-Sep-06,99.95,175412.25,1755,01-Mar-07,163.35,286679.25,111267.0,ST,10532.08,4464023.1
KPIL,03-Oct-06,161.09,199590.51,1239,01-Mar-07,218.53,270758.67,71168.16,ST,6736.49,4464023.1
LUMAXIND,01-Nov-06,418.55,210112.1,502,01-Mar-07,501.15,251577.3,41465.2,ST,3924.93,4464023.1
GRASIM,01-Nov-06,437.3,210341.3,481,01-Mar-07,342.01,164506.81,-45834.49,ST,0.0,4464023.1
IVRCLINFRA,01-Dec-06,225.27,243967.41,1083,01-Mar-07,153.23,165948.09,-78019.32,ST,0.0,4464023.1
ADANIENT,01-Dec-06,107.45,244018.95,2271,01-Mar-07,104.53,237387.63,-6631.32,ST,0.0,4464023.1
ULTRACEMCO,02-Jan-07,1130.0,194360.0,172,01-Mar-07,869.85,149614.2,-44745.8,ST,0.0,4464023.1
ABAN,02-Jan-07,1637.85,193266.3,118,01-Mar-07,1824.6,215302.8,22036.5,ST,2085.89,4464023.1
TATASTLBSL,02-Jan-07,76.53,196375.98,2566,01-Mar-07,81.02,207897.32,11521.34,ST,1090.56,4464023.1
PRAJIND,01-Feb-07,164.88,241054.56,1462,01-Mar-07,175.93,257209.66,16155.1,ST,1529.18,4464023.1
HTMEDIA,01-Feb-07,179.7,240977.7,1341,01-Mar-07,184.2,247012.2,6034.5,ST,571.2,4464023.1
ANSALAPI,01-Feb-07,387.13,240794.86,622,01-Mar-07,292.52,181947.44,-58847.42,ST,0.0,4464023.1
HERITGFOOD,01-Feb-07,48.01,241250.25,5025,01-Mar-07,27.99,140649.75,-100600.5,ST,0.0,4464023.1
ZEEL,01-Feb-07,133.46,241162.22,1807,01-Mar-07,112.45,203197.15,-37965.07,ST,0.0,4464023.1
UFLEX,03-May-07,180.25,223149.5,1238,14-May-07,141.0,174558.0,-48591.5,ST,0.0,174677.74
LUMAXIND,03-May-07,444.5,223139.0,502,01-Jun-07,454.95,228384.9,5245.9,ST,0.0,153.12
ADANIENT,03-May-07,111.28,223116.4,2005,01-Jun-07,119.2,238996.0,15879.6,ST,0.0,153.12
SONATSOFTW,03-May-07,24.11,223210.38,9258,01-Jun-07,21.04,194788.32,-28422.06,ST,0.0,153.12
UNITECH,03-May-07,208.6,223202.0,1070,02-Jul-07,260.1,278307.0,55105.0,ST,11021.0,88.73
GLENMARK,03-May-07,334.67,222890.22,666,02-Jul-07,336.1,223842.6,952.38,ST,190.48,88.73
RELIANCE,03-May-07,184.54,223108.86,1209,02-Jul-07,191.14,231088.26,7979.4,ST,1595.88,88.73
BHARTIARTL,03-May-07,417.63,223014.42,534,01-Aug-07,431.45,230394.3,7379.88,ST,1262.47,4949333.71
DIVISLAB,03-May-07,186.3,223187.4,1198,01-Aug-07,319.67,382964.66,159777.26,ST,27333.01,4949333.71
IPCALAB,03-May-07,65.94,223272.84,3386,01-Aug-07,70.17,237595.62,14322.78,ST,2450.19,4949333.71
KOTAKBANK,03-May-07,138.26,223151.64,1614,01-Aug-07,178.3,287776.2,64624.56,ST,11055.29,4949333.71
OFSS,03-May-07,2403.55,221126.6,92,01-Aug-07,2097.0,192924.0,-28202.6,ST,0.0,4949333.71
SOUTHBANK,03-May-07,8.63,223551.52,25904,01-Aug-07,11.38,294787.52,71236.0,ST,12186.3,4949333.71
PRAJIND,03-May-07,247.93,223384.93,901,01-Aug-07,206.45,186011.45,-37373.48,ST,0.0,4949333.71
JAGRAN,03-May-07,85.51,223523.14,2614,01-Aug-07,103.81,271359.34,47836.2,ST,8183.31,4949333.71
TATASTLBSL,03-May-07,107.82,223510.86,2073,01-Aug-07,132.0,273636.0,50125.14,ST,8574.88,4949333.71
HTMEDIA,03-May-07,190.65,223441.8,1172,01-Aug-07,228.0,267216.0,43774.2,ST,7488.43,4949333.71
CMC,03-May-07,577.83,223620.21,387,01-Aug-07,538.03,208217.61,-15402.6,ST,0.0,4949333.71
APTECHT,03-May-07,235.14,223618.14,951,01-Aug-07,220.64,209828.64,-13789.5,ST,0.0,4949333.71
DCHL,03-May-07,197.95,223683.5,1130,01-Aug-07,231.2,261256.0,37572.5,ST,6427.51,4949333.71
ABB,01-Jun-07,939.67,208606.74,222,01-Aug-07,1079.45,239637.9,31031.16,ST,5308.48,4949333.71
GMDCLTD,01-Jun-07,70.03,209389.7,2990,01-Aug-07,92.53,276664.7,67275.0,ST,11508.7,4949333.71
ABAN,01-Jun-07,2661.45,207593.1,78,01-Aug-07,2896.55,225930.9,18337.8,ST,3137.04,4949333.71
WELCORP,01-Jun-07,181.05,211104.3,1166,01-Aug-07,233.15,271852.9,60748.6,ST,10392.23,4949333.71
CRISIL,02-Jul-07,391.38,239915.94,613,01-Aug-07,377.01,231107.13,-8808.81,ST,0.0,4949333.71
JINDALSTEL,02-Jul-07,116.45,240236.35,2063,01-Aug-07,136.14,280856.82,40620.47,ST,6948.92,4949333.71
ROLTA,02-Jul-07,235.63,240342.6,1020,01-Aug-07,236.98,241719.6,1377.0,ST,235.56,4949333.71
CRISIL,03-Sep-07,372.3,247207.2,664,01-Oct-07,370.02,245693.28,-1513.92,ST,0.0,141.5
BHARTIARTL,03-Sep-07,434.77,247384.13,569,01-Oct-07,470.73,267845.37,20461.24,ST,191.28,141.5
DCHL,03-Sep-07,232.15,247471.9,1066,01-Oct-07,198.35,211441.1,-36030.8,ST,0.0,141.5
JINDALSAW,03-Sep-07,60.15,247457.1,4114,01-Oct-07,64.75,266381.5,18924.4,ST,176.91,141.5
SOUTHBANK,03-Sep-07,12.49,247476.86,19814,01-Nov-07,13.25,262535.5,15058.64,ST,3011.73,338.85
JAGRAN,03-Sep-07,119.66,247456.88,2068,03-Dec-07,131.03,270970.04,23513.16,ST,4702.63,331.24
RAJESHEXPO,03-Sep-07,101.37,247444.17,2441,01-Jan-08,148.28,361951.48,114507.31,ST,22901.46,340.77
ABB,03-Sep-07,1172.2,247334.2,211,01-Jan-08,1511.2,318863.2,71529.0,ST,14305.8,340.77
THERMAX,03-Sep-07,646.1,247456.3,383,01-Jan-08,827.65,316989.95,69533.65,ST,13906.73,340.77
DIVISLAB,03-Sep-07,296.36,247460.6,835,01-Feb-08,367.59,306937.65,59477.05,ST,10565.9,6724063.1
BLUESTARCO,03-Sep-07,163.33,247444.95,1515,01-Feb-08,247.83,375462.45,128017.5,ST,22741.89,6724063.1
LT,03-Sep-07,517.35,247293.3,478,01-Feb-08,744.38,355813.64,108520.34,ST,19278.29,6724063.1
KOTAKBANK,03-Sep-07,181.04,247481.68,1367,01-Feb-08,243.17,332413.39,84931.71,ST,15087.84,6724063.1
JINDALSTEL,03-Sep-07,134.4,247564.8,1842,01-Feb-08,372.43,686016.06,438451.26,ST,77889.44,6724063.1
GMDCLTD,03-Sep-07,92.99,247539.38,2662,01-Feb-08,202.32,538575.84,291036.46,ST,51701.68,6724063.1
GMRAIRPORT,03-Sep-07,80.74,247548.84,3066,01-Feb-08,87.72,268949.52,21400.68,ST,3801.76,6724063.1
RELCAPITAL,03-Sep-07,1230.3,247290.3,201,01-Feb-08,1955.8,393115.8,145825.5,ST,25905.43,6724063.1
TATASTLBSL,03-Sep-07,183.11,247564.72,1352,01-Feb-08,215.9,291896.8,44332.08,ST,7875.45,6724063.1
WELCORP,03-Sep-07,253.75,247660.0,976,01-Feb-08,477.0,465552.0,217892.0,ST,38707.81,6724063.1
ADANIENT,03-Sep-07,191.3,247733.5,1295,01-Feb-08,432.48,560061.6,312328.1,ST,55484.07,6724063.1
JSWSTEEL,01-Oct-07,84.05,247695.35,2947,01-Feb-08,103.48,304955.56,57260.21,ST,10172.09,6724063.1
RELINFRA,01-Oct-07,1349.55,246967.65,183,01-Feb-08,2013.75,368516.25,121548.6,ST,21592.71,6724063.1
VEDL,01-Oct-07,130.02,248078.16,1908,01-Feb-08,151.63,289310.04,41231.88,ST,7324.71,6724063.1
